order_id,delivery_id,invoice_id,delivery_date,invoice_date,delivery_status,invoice_status,ordered_cases,confirmed_cases,delivered_cases,invoice_value,return_cases,return_reason,proof_of_delivery,payment_status
SO100229,,,,,Not Delivered,Not Invoiced,9,9,0,0.0,0,,,
SO100230,DLV313634,INV788546,2026-04-05,2026-04-05,Delivered,Invoiced,40,40,40,125063.3,0,,Yes,Partially Paid
SO100231,DLV328163,INV788583,2026-03-09,2026-03-10,Partially Delivered,Invoiced,11,11,6,30240.0,0,,No,Paid
SO100232,DLV423225,INV843579,2026-04-13,2026-04-13,Delivered,Invoiced,18,18,18,42091.0,0,,Yes,Paid
SO100233,DLV421796,INV861105,2026-04-09,2026-04-10,Delivered,Cancelled Invoice,16,16,16,32830.4,0,,No,
SO100234,DLV334067,INV785060,2026-05-13,2026-05-15,Delivered,Invoiced,61,58,58,224974.58,0,,Pending,Unpaid
SO100235,,,,,Not Delivered,Not Invoiced,187,179,0,0.0,0,,,
SO100236,DLV497850,,2026-02-08,,Partially Delivered,Not Invoiced,17,17,12,0.0,0,,Pending,
SO100237,DLV384538,INV746236,2026-03-08,2026-03-08,Delivered,Partially Invoiced,30,26,26,-57506.28,0,,Pending,Paid
SO100238,DLV402712,INV794340,2026-04-17,2026-04-17,Delivered,Invoiced,206,206,206,364672.0,0,,Yes,Paid
SO100239,DLV469973,INV775822,2026-03-12,2026-03-13,Delivered,Invoiced,52,46,46,223626.17,0,,Yes,Partially Paid
SO100240,DLV461005,INV702197,2026-04-19,2026-04-20,Delivered,Invoiced,12,12,12,37713.6,0,,Yes,Unpaid
SO100241,DLV377758,INV816640,2026-04-06,2026-04-06,Delivered,Invoiced,481,439,439,1154904.41,0,,Yes,Paid
SO100242,DLV499866,INV868536,2026-05-10,2026-05-10,Partially Delivered,Partially Invoiced,5,3,1,3293.16,0,,Yes,Paid
SO100243,DLV426593,INV705040,2026-01-26,2026-01-26,Delivered,Invoiced,3,6,6,59085.0,0,,Yes,Unpaid
SO100244,DLV498792,INV730487,2026-05-15,2026-05-15,Partially Delivered,Invoiced,38,38,25,107918.82,0,,Yes,Partially Paid
SO100245,DLV398536,INV810312,2026-04-18,2026-04-20,Delivered,Invoiced,4,4,4,7640.0,1,Expired/near expiry,Yes,Paid
SO100246,DLV394604,INV737623,2026-02-23,2026-02-24,Partially Delivered,Invoiced,20,15,11,41296.48,0,,Yes,Partially Paid
SO100247,,,,,Not Delivered,Not Invoiced,50,45,0,0.0,0,,,
SO100248,DLV410408,INV820982,2026-05-11,2026-05-12,Delivered,Invoiced,6,6,6,14850.0,0,,Yes,Unpaid
SO100249,DLV474655,INV824606,2026-03-12,2026-03-13,Delivered,Invoiced,45,45,45,203370.0,0,,Yes,Paid
SO100250,DLV343591,INV700776,2026-05-25,2026-05-28,Partially Delivered,Invoiced,14,14,9,30801.6,0,,Yes,Paid
SO100251,DLV330364,INV837064,2026-05-12,2026-05-13,Partially Delivered,Invoiced,58,58,21,55553.69,0,,Yes,Paid
SO100252,DLV407620,INV833459,2026-03-03,2026-03-03,Partially Delivered,Invoiced,26,37,13,64456.5,0,,Yes,Unpaid
SO100253,DLV359624,,2026-04-11,,Delivered,Not Invoiced,17,15,15,0.0,0,,Yes,
SO100254,DLV375408,INV779726,2026-03-13,2026-03-13,Delivered,Invoiced,17,17,17,39460.0,0,,Yes,Paid
SO100255,DLV337115,INV825287,2026-05-31,2026-06-01,Partially Delivered,Invoiced,14,14,7,21041.3,0,,Yes,Partially Paid
SO100256,DLV474313,INV770703,2026-01-08,2026-01-08,Delivered,Invoiced,124,124,124,618405.0,0,,Pending,Paid
SO100257,DLV315545,INV736941,2026-02-07,2026-02-10,Delivered,Invoiced,25,25,25,76472.0,5,Expired/near expiry,Yes,Paid
SO100258,DLV473700,INV881731,2026-01-22,2026-01-25,Delivered,Invoiced,20,20,20,74065.1,0,,Yes,Paid
SO100259,DLV352770,INV848323,2026-02-28,2026-03-02,Delivered,Invoiced,5,5,5,16100.0,0,,Yes,Paid
SO100260,DLV468914,INV843248,2026-01-10,2026-01-12,Delivered,Invoiced,18,14,14,32732.31,0,,Yes,Partially Paid
SO100261,DLV463201,INV777392,2026-04-17,2026-04-20,Partially Delivered,Partially Invoiced,3,3,2,6280.0,0,,Yes,Unpaid
SO100262,DLV320300,INV754289,2026-05-27,2026-05-30,Partially Delivered,Invoiced,21,21,11,28453.86,0,,Yes,Unpaid
SO100263,DLV379877,INV754159,2026-06-03,2026-06-06,Partially Delivered,Partially Invoiced,32,32,24,63128.92,0,,Yes,Paid
SO100264,DLV336921,INV766096,2026-06-09,2026-06-10,Delivered,Invoiced,35,35,35,52688.0,0,,Yes,Unpaid
SO100265,,,,,Not Delivered,Not Invoiced,15,15,0,0.0,0,,,
SO100266,DLV403516,INV758437,2026-05-08,2026-05-11,Delivered,Invoiced,34,34,34,116943.5,0,,Yes,Overdue
SO100267,,,,,Not Delivered,Not Invoiced,43,43,0,0.0,0,,,
SO100268,DLV303903,INV829393,2026-03-24,2026-03-25,Delivered,Cancelled Invoice,32,32,32,87098.7,0,,Yes,
SO100269,DLV312754,INV745501,2026-01-03,2026-01-05,Partially Delivered,Invoiced,313,313,255,1104046.04,47,Customer rejected,Pending,Paid
SO100270,DLV418814,INV809244,2026-05-07,2026-05-09,Delivered,Invoiced,23,20,20,75089.74,0,,Pending,Paid
SO100271,DLV330600,INV788762,2026-04-28,2026-04-28,Delivered,Invoiced,12,12,12,20169.6,0,,Yes,Paid
SO100272,,,,,Not Delivered,Not Invoiced,16,16,0,0.0,0,,,
SO100273,DLV457848,INV765111,2026-05-06,2026-05-08,Partially Delivered,Invoiced,4,2,2,4800.0,0,,Yes,Paid
SO100274,DLV460426,INV770494,2026-01-15,2026-01-15,Delivered,Invoiced,26,26,26,83298.4,0,,Yes,Unpaid
SO100275,DLV329582,INV714786,2026-05-25,2026-05-25,Delivered,Invoiced,34,34,34,74202.0,0,,Yes,Paid
SO100276,DLV327828,INV814348,2026-05-14,2026-05-16,Delivered,Invoiced,13,13,13,39669.0,0,,Pending,Paid
SO100277,DLV376340,,2026-05-30,,Delivered,Not Invoiced,11,10,10,0.0,0,,Yes,
SO100278,,,,,Not Delivered,Not Invoiced,54,54,0,0.0,0,,,
SO100279,DLV305365,INV886260,2026-03-07,2026-03-07,Delivered,Invoiced,14,12,12,25268.57,0,,Yes,Paid
SO100280,DLV458167,INV822946,2026-01-09,2026-01-10,Partially Delivered,Invoiced,10,5,4,6723.2,0,,Yes,Paid
SO100281,,,,,Not Delivered,Not Invoiced,60,60,0,0.0,0,,,
SO100282,DLV324142,INV738076,2026-05-19,2026-05-20,Delivered,Invoiced,30,30,30,110871.0,0,,Yes,Unpaid
SO100283,DLV362216,INV846889,2026-01-30,2026-02-02,Delivered,Invoiced,56,45,45,73993.18,0,,Yes,Paid
SO100284,DLV314401,INV866318,2026-05-25,2026-05-25,Delivered,Invoiced,33,19,19,37532.2,0,,Yes,Unpaid
SO100285,DLV339789,INV824682,2026-01-14,2026-01-15,Delivered,Invoiced,4,4,4,11052.8,0,,Yes,Partially Paid
SO100286,DLV481016,INV779538,2026-01-18,2026-01-18,Delivered,Invoiced,143,84,84,332658.8,0,,Pending,Paid
SO100287,DLV413278,INV724480,2026-03-09,2026-03-09,Delivered,Cancelled Invoice,10,10,10,33761.5,0,,Yes,
SO100288,DLV382142,INV741329,2026-04-24,2026-04-25,Partially Delivered,Invoiced,85,81,68,163712.56,0,,Yes,Paid
SO100289,DLV329114,INV818812,2026-01-09,2026-01-10,Delivered,Invoiced,55,55,55,203210.0,0,,Yes,Unpaid
SO100290,DLV464041,INV776974,2026-04-17,2026-04-19,Delivered,Invoiced,8,8,8,29316.8,0,,Yes,Paid
SO100291,DLV402793,INV791616,2026-04-09,2026-04-09,Delivered,Invoiced,18,18,18,44624.0,0,,Yes,Paid
SO100292,DLV405084,INV874305,2026-03-27,2026-03-19,Delivered,Invoiced,9,9,9,17730.0,0,,Yes,Paid
SO100293,DLV410316,INV845085,2026-03-23,2026-03-23,Delivered,Invoiced,28,28,28,51298.8,0,,Pending,Unpaid
SO100294,DLV326078,INV828022,2026-04-12,2026-04-15,Delivered,Invoiced,9,9,9,39792.2,0,,Pending,Overdue
SO100295,DLV444840,INV733362,2026-04-23,2026-04-26,Delivered,Invoiced,28,18,18,28950.69,0,,Yes,Unpaid
SO100296,DLV442463,INV799504,2026-03-13,2026-03-14,Delivered,Invoiced,80,80,80,226470.0,0,,Yes,Partially Paid
SO100297,DLV462810,INV814625,2026-05-29,2026-05-30,Delivered,Invoiced,28,28,28,67880.0,0,,Yes,Paid
SO100298,DLV320282,INV896757,2026-05-16,2026-05-16,Delivered,Invoiced,4,4,4,30000.0,0,,Yes,Unpaid
SO100299,DLV460884,INV760821,2026-04-13,2026-04-13,Delivered,Invoiced,46,46,46,220683.6,0,,Yes,Paid
SO100300,DLV356839,INV837727,2026-04-03,2026-04-06,Delivered,Invoiced,5,2,2,3822.0,0,,Pending,Paid
SO100301,DLV437114,INV895771,2026-01-12,2025-12-30,Delivered,Invoiced,23,17,17,61146.34,0,,Yes,Paid
SO100302,,,,,Not Delivered,Not Invoiced,369,369,0,0.0,0,,,
SO100303,DLV485639,INV781040,2026-04-21,2026-04-22,Partially Delivered,Invoiced,4,4,3,12870.0,0,,Yes,Paid
SO100304,DLV327638,INV726219,2026-02-06,2026-02-06,Delivered,Invoiced,4,4,4,3840.0,0,,Yes,Paid
SO100305,DLV378797,INV708332,2026-02-09,2026-02-09,Delivered,Invoiced,13,13,13,41128.0,0,,Pending,Paid
SO100306,DLV499658,INV882470,2026-02-24,2026-02-25,Delivered,Partially Invoiced,28,28,28,88096.0,0,,Yes,Partially Paid
SO100307,DLV471395,INV714995,2026-04-19,2026-04-21,Delivered,Invoiced,14,14,14,26262.9,0,,Yes,Paid
SO100308,,,,,Not Delivered,Not Invoiced,39,37,0,0.0,0,,,
SO100309,DLV408207,INV836866,2026-02-26,2026-02-27,Delivered,Invoiced,1,1,1,3214.4,0,,Yes,Partially Paid
SO100310,DLV377510,INV856424,2026-04-16,2026-04-18,Partially Delivered,Invoiced,11,6,4,7068.0,0,,Yes,Unpaid
SO100311,DLV438417,INV701907,2026-03-14,2026-03-14,Delivered,Invoiced,13,13,13,68264.0,0,,Yes,Paid
SO100312,DLV395207,INV888215,2026-03-29,2026-03-31,Delivered,Invoiced,574,559,559,1968249.91,0,,Yes,Unpaid
SO100313,DLV393397,INV784408,2026-04-22,2026-04-24,Delivered,Invoiced,59,59,59,238905.0,0,,Pending,Unpaid
SO100314,DLV416803,INV817066,2026-02-22,2026-02-25,Delivered,Invoiced,16,16,16,52850.7,0,,Yes,Paid
SO100315,DLV435259,INV891390,2026-05-31,2026-05-31,Delivered,Invoiced,191,191,191,530088.0,0,,Yes,Unpaid
SO100316,DLV368646,INV773029,2026-04-13,2026-04-16,Delivered,Invoiced,20,20,20,77710.0,0,,Yes,Partially Paid
SO100317,DLV471626,INV894019,2026-01-13,2026-01-13,Delivered,Partially Invoiced,18,18,18,55090.6,2,Customer rejected,Yes,Paid
SO100318,DLV497150,INV744799,2026-04-13,2026-04-14,Delivered,Invoiced,10,10,10,52823.6,0,,Yes,Paid
SO100319,DLV466790,INV753557,2026-04-17,2026-04-17,Delivered,Invoiced,110,110,110,409530.0,0,,Yes,Unpaid
SO100320,DLV364004,INV893835,2026-02-22,2026-02-23,Partially Delivered,Invoiced,17,16,12,36607.06,0,,Yes,Paid
SO100321,DLV382958,INV875013,2026-03-17,2026-03-17,Delivered,Invoiced,103,97,97,422998.45,0,,Yes,Paid
SO100322,DLV335298,INV875655,2026-03-22,2026-03-22,Delivered,Invoiced,20,19,19,97590.84,0,,Yes,Unpaid
SO100323,DLV361279,INV714361,2026-03-19,2026-03-22,Delivered,Invoiced,29,29,29,128615.9,0,,Yes,Paid
SO100324,DLV495143,INV731946,2026-04-05,2026-04-07,Delivered,Invoiced,12,12,12,24560.0,0,,Yes,Unpaid
SO100325,DLV316047,INV717365,2026-02-22,2026-02-23,Delivered,Invoiced,3,3,4,21046.93,0,,Yes,Paid
SO100326,DLV367267,INV894618,2026-05-28,2026-05-31,Delivered,Invoiced,24,24,24,45521.2,0,,Yes,Paid
SO100327,DLV495121,INV852809,2026-03-08,2026-03-08,Delivered,Invoiced,19,19,19,31768.0,0,,Yes,Partially Paid
SO100328,DLV421726,INV863768,2026-04-11,2026-04-11,Delivered,Invoiced,14,14,14,38516.8,0,,Yes,Overdue
SO100329,DLV359734,INV790897,2026-04-27,2026-04-29,Delivered,Invoiced,65,65,65,120061.2,0,,Yes,Unpaid
SO100330,DLV482161,INV761559,2026-02-16,2026-02-16,Delivered,Invoiced,372,372,372,1278665.5,0,,Yes,Paid
SO100331,DLV453577,INV767617,2026-03-09,2026-03-12,Delivered,Invoiced,3,3,3,5910.0,0,,Yes,Paid
SO100332,DLV324360,INV835551,2026-03-17,2026-03-18,Delivered,Invoiced,63,58,58,221124.02,0,,Yes,Paid
SO100333,DLV401967,INV788491,2026-03-25,2026-03-27,Delivered,Invoiced,6,6,6,23745.6,0,,Yes,Unpaid
SO100334,DLV398057,INV887710,2026-01-14,2026-01-15,Delivered,Invoiced,25,25,25,49010.0,0,,Pending,Paid
SO100335,DLV429196,INV769247,2026-02-18,2026-02-21,Delivered,Invoiced,29,29,29,90940.0,0,,Yes,Unpaid
SO100336,DLV485543,INV899786,2026-05-21,2026-05-24,Delivered,Invoiced,12,12,12,47491.2,0,,Yes,Unpaid
SO100337,DLV385989,INV709485,2026-02-20,2026-02-22,Delivered,Invoiced,30,30,30,72780.0,0,,Yes,Unpaid
SO100338,DLV492815,INV844664,2026-01-20,2026-01-21,Partially Delivered,Invoiced,35,31,26,72799.7,0,,Yes,Overdue
SO100339,DLV436272,INV807155,2026-03-29,2026-03-30,Delivered,Invoiced,40,40,40,64600.0,10,Expired/near expiry,Yes,Paid
SO100340,DLV435515,INV791714,2026-03-14,2026-03-16,Partially Delivered,Partially Invoiced,35,35,24,45076.8,0,,Yes,Unpaid
SO100341,DLV497886,INV795764,2026-02-02,2026-02-02,Delivered,Invoiced,13,13,13,34448.0,0,,Yes,Paid
SO100342,DLV430038,INV885476,2026-04-13,2026-04-14,Delivered,Invoiced,22,22,22,74496.0,0,,Yes,Paid
SO100343,DLV410883,INV718484,2026-03-11,2026-03-12,Partially Delivered,Invoiced,46,46,23,52145.8,0,,Yes,Partially Paid
SO100344,DLV429787,INV785214,2026-05-20,2026-05-21,Delivered,Invoiced,15,15,15,75180.0,2,Customer rejected,Yes,Paid
SO100345,DLV479134,INV723612,2026-03-05,2026-03-05,Delivered,Invoiced,23,23,25,84521.74,0,,Yes,Paid
SO100346,DLV457422,INV830320,2026-02-08,2026-02-10,Delivered,Invoiced,21,18,18,74790.86,0,,Yes,Paid
SO100347,DLV428459,INV742114,2026-02-13,2026-02-14,Delivered,Invoiced,6,6,6,24931.2,0,,Yes,Unpaid
SO100348,DLV435120,INV727448,2026-03-31,2026-04-03,Delivered,Invoiced,326,326,326,957246.4,0,,Yes,Unpaid
SO100349,DLV317822,INV838041,2026-04-23,2026-04-25,Delivered,Invoiced,10,10,10,42224.0,0,,Yes,Overdue
SO100350,DLV334275,INV855222,2026-01-07,2026-01-10,Delivered,Invoiced,270,219,219,720072.0,0,,Yes,Paid
SO100351,,,,,Not Delivered,Not Invoiced,86,86,0,0.0,0,,,
SO100352,DLV470029,INV735253,2026-01-10,2026-01-11,Delivered,Invoiced,18,18,18,50581.6,0,,Yes,Partially Paid
SO100353,DLV491547,INV873414,2026-03-28,2026-03-30,Delivered,Invoiced,38,38,38,140094.9,3,Wrong SKU delivered,Yes,Paid
SO100354,DLV489585,INV794629,2026-05-23,2026-05-24,Delivered,Invoiced,5,5,5,9043.4,0,,Yes,Paid
SO100355,,,,,Not Delivered,Not Invoiced,49,49,0,0.0,0,,,
SO100356,DLV318752,INV798709,2026-02-17,2026-02-17,Delivered,Partially Invoiced,3,3,3,11370.0,0,,Pending,Paid
SO100357,,,,,Not Delivered,Not Invoiced,30,30,0,0.0,0,,,
SO100358,DLV392461,,2026-03-16,,Delivered,Not Invoiced,24,24,24,0.0,0,,Yes,
SO100359,DLV399884,INV728237,2026-04-29,2026-04-29,Delivered,Invoiced,21,21,25,49342.14,0,,Pending,Paid
SO100360,DLV482586,INV772316,2026-04-25,2026-04-25,Delivered,Invoiced,80,80,80,76800.0,0,,Yes,Paid
SO100361,DLV457697,INV864753,2026-05-05,2026-05-06,Delivered,Invoiced,22,22,22,66940.0,0,,Yes,Paid
SO100362,DLV451340,INV856828,2026-03-29,2026-03-31,Delivered,Invoiced,17,17,17,37760.0,0,,Yes,Partially Paid
SO100363,,,,,Not Delivered,Not Invoiced,8,5,0,0.0,0,,,
SO100364,DLV420109,INV824524,2026-01-21,2026-01-21,Partially Delivered,Invoiced,39,29,13,40721.47,0,,Yes,Paid
SO100365,DLV454182,INV773661,2026-04-14,2026-04-14,Delivered,Invoiced,29,22,22,88668.8,0,,Yes,Paid
SO100366,DLV399489,INV711130,2026-01-10,2026-01-11,Partially Delivered,Invoiced,13,13,10,55467.31,0,,Yes,Unpaid
SO100367,DLV307766,INV796594,2026-02-16,2026-02-16,Delivered,Invoiced,15,15,18,34398.0,0,,Yes,Paid
SO100368,DLV405027,INV761997,2026-04-18,2026-04-18,Delivered,Invoiced,47,45,45,169219.15,0,,Yes,Partially Paid
SO100369,,,,,Not Delivered,Not Invoiced,106,106,0,0.0,0,,,
SO100370,DLV361266,INV733199,2026-03-14,2026-03-14,Delivered,Invoiced,53,49,49,263031.08,0,,Yes,Overdue
SO100371,,,,,Not Delivered,Not Invoiced,26,26,0,0.0,0,,,
SO100372,DLV454826,INV786004,2026-02-12,2026-02-14,Delivered,Invoiced,319,319,319,1132058.4,0,,Pending,Paid
SO100373,DLV486002,INV808690,2026-01-13,2026-01-14,Delivered,Invoiced,72,72,72,249004.8,0,,Yes,Unpaid
SO100374,DLV383814,INV752981,2026-03-04,2026-03-07,Partially Delivered,Invoiced,39,39,22,94081.03,0,,Pending,Unpaid
SO100375,,,,,Not Delivered,Not Invoiced,54,54,0,0.0,0,,,
SO100376,DLV447243,,2026-04-07,,Delivered,Not Invoiced,16,13,13,0.0,0,,Yes,
SO100377,DLV421075,INV799926,2026-01-13,2026-01-13,Partially Delivered,Invoiced,78,71,43,119956.33,0,,Yes,Paid
SO100378,DLV452264,INV873450,2026-01-25,2026-01-26,Delivered,Invoiced,23,23,23,52808.4,0,,Yes,Paid
SO100379,DLV484226,INV783690,2026-01-16,2026-01-16,Partially Delivered,Partially Invoiced,39,39,19,54746.31,0,,Yes,Partially Paid
SO100380,,,,,Not Delivered,Not Invoiced,14,27,0,0.0,0,,,
SO100381,DLV441535,INV829681,2026-03-29,2026-03-31,Partially Delivered,Invoiced,10,10,8,12920.0,0,,Yes,Unpaid
SO100382,,,,,Not Delivered,Not Invoiced,14,14,0,0.0,0,,,
SO100383,DLV315935,INV732199,2026-04-26,2026-04-27,Delivered,Partially Invoiced,34,34,34,116444.6,2,Wrong SKU delivered,Yes,Paid
SO100384,DLV488944,INV891880,2026-01-06,2026-01-07,Delivered,Invoiced,7,7,7,22668.8,0,,Yes,Overdue
SO100385,DLV497497,INV780036,2026-04-11,2026-04-12,Delivered,Invoiced,12,12,12,41798.4,0,,Pending,Paid
SO100386,DLV355506,INV729220,2026-01-28,2026-01-29,Partially Delivered,Invoiced,21,21,10,8928.0,0,,Yes,Unpaid
SO100387,DLV419839,INV847552,2026-05-17,2026-05-19,Delivered,Invoiced,29,29,29,101069.6,0,,Yes,Paid
SO100388,DLV402918,INV748725,2026-02-25,2026-02-27,Delivered,Invoiced,2,2,2,4656.0,0,,Yes,Paid
SO100389,DLV456592,INV857149,2026-03-10,2026-03-13,Delivered,Invoiced,7,7,7,39501.0,0,,Yes,Paid
SO100390,DLV461225,INV859964,2026-05-02,2026-05-02,Delivered,Invoiced,33,32,32,163941.04,0,,Yes,Paid
SO100391,DLV452809,INV777707,2026-01-04,2026-01-05,Delivered,Invoiced,323,313,313,1933601.01,0,,Yes,Paid
SO100392,,,,,Not Delivered,Not Invoiced,48,48,0,0.0,0,,,
SO100393,DLV467014,INV818586,2026-03-10,2026-03-10,Partially Delivered,Invoiced,22,14,7,14797.68,0,,Yes,Unpaid
SO100394,,,,,Not Delivered,Not Invoiced,10,10,0,0.0,0,,,
SO100395,DLV415172,INV799398,2026-05-10,2026-05-13,Delivered,Invoiced,37,31,31,81225.53,0,,Pending,Paid
SO100396,DLV424747,INV808485,2026-01-26,2026-01-27,Delivered,Invoiced,31,30,30,61455.48,0,,No,Paid
SO100397,,,,,Not Delivered,Not Invoiced,22,22,0,0.0,0,,,
SO100398,DLV306025,INV866769,2026-03-23,2026-03-24,Delivered,Invoiced,12,12,12,20518.8,0,,Pending,Paid
SO100399,DLV377902,INV801670,2026-04-02,2026-04-03,Delivered,Invoiced,13,13,13,47902.4,0,,Yes,Paid
SO100400,,,,,Not Delivered,Not Invoiced,10,10,0,0.0,0,,,
SO100401,DLV406831,INV708332,2026-04-05,2026-04-07,Delivered,Invoiced,9,9,9,36073.8,0,,Yes,Paid
SO100402,DLV378631,INV883040,2026-03-20,2026-03-21,Delivered,Partially Invoiced,15,15,15,38491.2,0,,Yes,Paid
SO100403,,,,,Not Delivered,Not Invoiced,26,26,0,0.0,0,,,
SO100404,,,,,Not Delivered,Not Invoiced,6,6,0,0.0,0,,,
SO100405,,,,,Not Delivered,Not Invoiced,48,46,0,0.0,0,,,
SO100406,DLV462748,INV779475,2026-04-06,2026-04-06,Partially Delivered,Invoiced,26,25,14,43187.85,0,,Yes,Paid
SO100407,DLV453412,INV890550,2026-05-01,2026-05-02,Delivered,Invoiced,10,10,10,55700.0,0,,Yes,Unpaid
SO100408,DLV314265,INV892381,2026-04-23,2026-04-24,Partially Delivered,Invoiced,77,77,60,178432.83,0,,No,Partially Paid
SO100409,DLV318732,INV894725,2026-03-17,2026-03-18,Partially Delivered,Invoiced,16,16,11,26657.12,0,,Yes,Paid
SO100410,DLV400722,INV719751,2026-04-07,2026-04-08,Partially Delivered,Invoiced,23,19,14,52399.2,0,,Yes,Overdue
SO100411,DLV459453,INV725514,2026-04-08,2026-04-08,Delivered,Invoiced,21,18,18,47300.57,0,,Yes,Partially Paid
SO100412,DLV353017,INV773511,2026-03-14,2026-03-16,Partially Delivered,Invoiced,42,42,30,126987.14,0,,Yes,Paid
SO100413,,,,,Not Delivered,Not Invoiced,13,13,0,0.0,0,,,
SO100414,DLV407625,INV751231,2026-05-18,2026-05-18,Partially Delivered,Invoiced,56,56,44,181256.43,0,,Yes,Unpaid
SO100415,DLV378289,INV870842,2026-01-29,2026-01-29,Delivered,Invoiced,42,42,42,105642.0,0,,Yes,Paid
SO100416,DLV388659,INV713284,2026-03-27,2026-03-27,Delivered,Partially Invoiced,25,21,21,42622.44,0,,Yes,Paid
SO100417,DLV414722,INV757871,2026-02-25,2026-02-27,Delivered,Invoiced,24,23,23,119881.75,0,,No,Paid
SO100418,DLV301039,INV722880,2026-01-05,2026-01-08,Partially Delivered,Invoiced,32,21,15,30287.86,0,,Yes,Overdue
SO100419,DLV335697,,2026-04-17,,Delivered,Not Invoiced,22,22,22,0.0,0,,Yes,
SO100420,DLV418387,INV899593,2026-05-18,2026-05-21,Delivered,Invoiced,72,72,72,116655.0,0,,Yes,Paid
SO100421,DLV377185,INV814335,2026-01-27,2026-01-27,Delivered,Invoiced,37,34,34,108108.97,0,,Yes,Unpaid
SO100422,DLV332661,INV769696,2026-04-24,2026-04-25,Delivered,Invoiced,24,24,24,77151.1,0,,Yes,Partially Paid
SO100423,DLV322814,INV764868,2026-01-26,2026-01-26,Partially Delivered,Invoiced,53,53,22,41655.22,0,,Pending,Unpaid
SO100424,DLV462765,INV739825,2026-04-06,2026-04-07,Delivered,Partially Invoiced,155,155,155,476399.0,0,,Yes,Paid
SO100425,DLV384089,,2026-01-02,,Delivered,Not Invoiced,57,39,39,0.0,0,,Yes,
SO100426,,,,,Not Delivered,Not Invoiced,3,3,0,0.0,0,,,
SO100427,DLV460938,INV788292,2026-01-02,2026-01-02,Partially Delivered,Invoiced,22,22,11,30860.0,0,,Yes,Unpaid
SO100428,DLV386747,INV755166,2026-01-31,2026-02-03,Partially Delivered,Invoiced,15,15,10,20176.0,0,,Yes,Unpaid
SO100429,DLV409000,INV881644,2026-03-22,2026-03-25,Delivered,Invoiced,15,15,15,41555.2,0,,Yes,Unpaid
SO100430,DLV498208,INV714717,2026-05-10,2026-05-12,Delivered,Invoiced,11,11,11,31204.8,0,,Yes,Unpaid
SO100431,DLV319347,INV712488,2026-05-09,2026-05-11,Delivered,Cancelled Invoice,6,6,6,10500.0,0,,Yes,
SO100432,DLV381307,INV724255,2026-05-25,2026-05-27,Delivered,Invoiced,75,75,75,230297.2,0,,Yes,Overdue
SO100433,DLV453412,INV709313,2026-04-17,2026-04-18,Delivered,Invoiced,80,80,80,198317.0,0,,Yes,Paid
SO100434,DLV363622,,2026-04-29,,Delivered,Not Invoiced,23,23,23,0.0,0,,Yes,
SO100435,,,,,Not Delivered,Not Invoiced,14,10,0,0.0,0,,,
SO100436,DLV375647,INV838554,2026-05-16,2026-05-16,Delivered,Invoiced,13,13,13,47390.0,0,,Yes,Paid
SO100437,DLV430299,INV803022,2026-01-13,2026-01-13,Delivered,Invoiced,54,48,48,149336.18,0,,Yes,Paid
SO100438,DLV485487,INV701027,2026-05-05,2026-05-06,Delivered,Invoiced,3,3,3,5820.0,0,,Yes,Partially Paid
SO100439,,,,,Not Delivered,Not Invoiced,66,66,0,0.0,0,,,
SO100440,,,,,Not Delivered,Not Invoiced,18,18,0,0.0,0,,,
SO100441,,,,,Not Delivered,Not Invoiced,19,19,0,0.0,0,,,
SO100442,DLV325073,INV800595,2026-04-10,2026-04-10,Delivered,Invoiced,67,53,53,272135.22,0,,Yes,Partially Paid
SO100443,,,,,Not Delivered,Not Invoiced,5,5,0,0.0,0,,,
SO100444,DLV459980,INV797721,2026-01-26,2026-01-27,Delivered,Invoiced,27,31,31,126146.46,0,,Yes,Paid
SO100445,DLV361551,INV880038,2026-03-12,2026-03-14,Delivered,Invoiced,69,66,66,131530.92,0,,Yes,Paid
SO100446,DLV393992,INV791696,2026-04-10,2026-04-10,Partially Delivered,Invoiced,107,120,96,231643.16,0,,Yes,Paid
SO100447,DLV300907,INV855886,2026-01-16,2026-01-16,Delivered,Partially Invoiced,32,26,26,76461.94,0,,Yes,Unpaid
SO100448,DLV434167,INV734512,2026-04-24,2026-04-27,Delivered,Invoiced,36,36,36,107541.0,0,,Yes,Unpaid
SO100449,DLV471966,INV855465,2026-03-05,2026-03-06,Delivered,Invoiced,28,28,28,98954.4,0,,Yes,Unpaid
SO100450,DLV403854,INV755640,2026-03-17,2026-03-17,Delivered,Invoiced,37,37,37,85043.5,0,,Yes,Partially Paid
SO100451,DLV343756,INV829319,2026-03-31,2026-04-02,Delivered,Invoiced,24,24,24,65195.98,0,,Yes,Paid
SO100452,DLV382383,INV739112,2026-04-05,2026-04-06,Delivered,Invoiced,39,34,34,95706.51,0,,Yes,Paid
SO100453,DLV349223,INV751657,2026-02-28,2026-03-02,Delivered,Invoiced,39,39,39,105195.3,0,,Yes,Overdue
SO100454,DLV491647,INV833803,2026-02-28,2026-03-01,Delivered,Invoiced,46,46,46,151704.4,0,,Yes,Overdue
SO100455,DLV498952,,2026-04-11,,Delivered,Not Invoiced,27,17,17,0.0,0,,Pending,
SO100456,DLV448131,INV709723,2026-05-22,2026-05-25,Delivered,Invoiced,20,16,16,63013.68,0,,Yes,Paid
